0.1264	0.3347254000000001	0.19156414	0.004580603	0.4857143	0.25531912	0.004678101	0.757085	0.70625997	0.25095788	0.003155985	0.43581086	0.016521959
0.16333333	0.39278975	0.17750439	0.014743566	0.5333333	0.41641334	0.012858874	0.7408906	0.75922954	0.34865904	0.008665212	0.29391894	0.026313823
0.091466665	0.20385419	0.47100174	0.0030434052000000004	0.33809525	0.34954405	0.002762407	0.63562757	0.4815409000000001	0.11494253	0.002375236	0.3277027	0.024414413
0.09946667	0.22370374	0.36203867	0.0021807342	0.41904762	0.29787233	0.0019764141	0.63562757	0.4574639	0.04214559	0.0018034199	0.3277027	0.0071969717000000015
0.11573333	0.2795542	0.2056239	0.005353035999999999	0.46666667	0.33738598	0.0048482683	0.70445335	0.57303375	0.09003832	0.0024632076	0.3277027	0.02195501
0.07546667	0.12453143	0.5887522	0.001223518	0.26666668	0.34650454	0.0011413202	0.60323876	0.4141252	0.053639844000000006	0.0016348074	0.35135138	0.026821299
0.07693333	0.2642079	0.43233743	0.002240928	0.29523808	0.44376895	0.002151829	0.8299595	0.5313002	0.10536398	0.0049740667	0.3783784	0.015315777
0.095466666	0.3057687	0.28295255	0.011784726	0.3142857	0.37386018	0.009911307	0.78947365	0.6292135	0.197318	0.010234041	0.26689193	0.012114814
0.07853334	0.24991824	0.29876977	0.003836008	0.33809525	0.43768996	0.0033748595	0.8137651	0.47351518	0.08812261	0.0028554148	0.30067572	0.014829083
0.10146666	0.25988075	0.2741652	0.0025129025	0.3857143	0.4285714	0.001989158	0.73279345	0.4622793	0.09195402	0.0018400748	0.21959464	0.019476112
0.109066665	0.25384286	0.27592266	0.0041522086	0.39999998	0.33738598	0.0038051503	0.7206477	0.5056179	0.09578544	0.0026098270000000003	0.33783787	0.015549055
0.08066667	0.2370374	0.43057996	0.0016655687	0.2904762	0.38905773	0.0015498715	0.8218622999999999	0.48635635	0.09003832	0.0019573704	0.35135138	0.01011681
0.09053333	0.23567888	0.39718804	0.0029203917	0.33809525	0.35562307	0.0029228292	0.8097166	0.5794543000000001	0.13793105	0.004310613499999999	0.41554058	0.009538287
0.08293334	0.21565323	0.30052724	0.0014903452	0.36190477	0.4468085	0.0012683835	0.74898785	0.50240767	0.05555556	0.0013195756	0.27364865	0.011763608
0.09506667	0.24023245	0.2442882	0.0014765837	0.40952381	0.36170208	0.0012826265	0.7085020000000001	0.4526485	0.08237548	0.0011363012	0.29054055	0.007821891
0.10213333	0.3297693	0.25834796	0.0045747203000000005	0.32380953	0.37386018	0.004045408	0.74898785	0.6179775	0.27586207	0.0037864486	0.30743244	0.029764013
0.0964	0.3099449	0.24604570000000006	0.005769034399999999	0.36190477	0.41337383	0.00489662	0.785425	0.6195826999999999	0.17624524	0.0067005116	0.27364865	0.018254947
0.07813333	0.19499862	0.4674867999999999	0.0014730119	0.26666668	0.4255319	0.0013624626	0.8097166	0.529695	0.08237548	0.002023349	0.3445946	0.0138623025
0.079333335	0.2430753	0.2618629	0.0012747825	0.32857144	0.38297868	0.0010787256	0.65587044	0.49759224	0.059386976	0.0010703224	0.27027032	0.0063613285
0.0756	0.25540265	0.32337433	0.003946100399999999	0.2857143	0.4893617	0.003316013	0.78947365	0.540931	0.13984674	0.00515001	0.26351354	0.02864837
0.0684	0.23527636	0.3884007	0.0014284707	0.37142858	0.46504557	0.001259013	0.8097166	0.40770462	0.12068966	0.002188296	0.3040541	0.020497184
0.11333334	0.29457346	0.228471	0.008132555500000001	0.37619048	0.38905773	0.0070379535	0.7287449	0.57303375	0.13409962	0.0057328227	0.29054055	0.032322336
0.092	0.27162948	0.26537785	0.005153965999999999	0.33809525	0.30395135	0.004885375	0.7165991999999999	0.6918138	0.17432952	0.0037974452	0.36824328	0.020741256
0.08546667	0.21195501	0.5465729	0.0048636077000000005	0.31904763	0.36778113	0.0049625877	0.882591	0.5714286	0.17241379999999998	0.007932115	0.43581086	0.039702963
0.0896	0.26679915	0.27065024	0.0067636482	0.42857143	0.36474162	0.0059543555	0.74493915	0.4670947	0.06513411	0.0046588345	0.3040541	0.03567715
0.13066667	0.31288838	0.17926185	0.0069130296	0.46666667	0.2705167	0.0063385437	0.67611337	0.6886035	0.22413796	0.0037534593	0.33783787	0.019659447
0.088933334	0.23102468	0.36731106	0.004031086	0.31904763	0.3586626	0.0034696884000000004	0.6720647	0.54253614	0.10919541	0.0038634238	0.28378382	0.013665756
0.09493333	0.2910765	0.27592266	0.010861336	0.33333334	0.4316109	0.009235885	0.785425	0.6324236999999999	0.16283526	0.012693584	0.27364865	0.014940728
0.08546667	0.23210646	0.30404216	0.0019358625	0.30952382	0.43465045	0.0016533213	0.7692306999999999	0.5040127999999999	0.08237548	0.0028334218	0.27702704	0.009786065
0.083733335	0.24154067	0.33216166	0.0032729397	0.30476192	0.39817625	0.0028606094	0.7368420999999999	0.43980736	0.09195402	0.0045378734000000006	0.29729733	0.020332376
0.07453333599999999	0.23666005	0.34446397	0.0026994713	0.2904762	0.44072944	0.0023126258	0.757085	0.49598712	0.07279693	0.002939721	0.28040543	0.03292712
0.076	0.2131626	0.60281193	0.001040731	0.32857144	0.39209723	0.001086222	0.8259108000000001	0.4831460999999999	0.107279696	0.0014002162	0.45608112	0.019495605
0.0884	0.18737578	0.47275922	0.0017982470000000004	0.37142858	0.35562307	0.0019018254	0.8137651	0.48956656	0.06130269	0.0019390429	0.46959463	0.025053672000000003
