-1.0604696000000002	-0.8523313	0.92412174	-1.0196332	-1.0705806999999998	-0.96404684	-0.86239415	-1.1023464	-0.9316308
-0.92779636	-0.862241	0.3560319000000001	-0.8789726999999999	-1.0532411	-0.9520592	-0.7190174	-0.9219011	-0.9871175
-0.6877433000000001	-0.7971218000000001	-0.12577522	-0.7872973000000001	-0.87436765	-0.77439296	-0.8355623999999999	-1.0182819	-1.0777912
-1.0568517	-0.89172673	0.6621878000000001	-1.0312238	-1.0259557	-0.8010354000000001	-0.8544661	-0.9536464	-1.0309573
-0.94782835	-0.8625461999999999	0.79386044	-0.9170456	-0.94200456	-1.0003469	-1.1148977	-0.9459181	-1.0166692
-0.9946014	-1.0601334999999998	0.6451237	-0.8099147	-1.050492	-0.9753257	-0.83421326	-0.90667176	-0.97687435
-0.8448921	-1.0380229	1.1017058000000002	-1.1153018	-1.1999136	-0.87499005	-0.82328236	-1.0578143999999998	-1.1050053
-0.9347397	-1.0182914	0.81066716	-0.9628987	-0.87564105	-0.9612041	-0.9904286	-0.9892513	-1.0145153
-0.94131064	-0.9469654	0.4246720000000001	-1.0237384	-0.9311419	-0.8533729999999999	-0.87417114	-0.94997704	-0.8378799000000001
-1.0975189	-0.87830126	0.64712846	-0.8492638000000001	-0.84692204	-0.75973856	-1.0703404	-1.0838923	-1.062675
-0.87915707	-0.951548	0.3905574	-0.8048811	-0.9968029	-0.9020895	-0.8625166	-1.0083767	-0.9693311
-0.9909465	-1.0422089	1.2445902	-0.9815108	-0.98941135	-1.0467691	-1.0371009	-1.0162048	-1.0472255
-0.73727375	-0.789465	0.43504012	-0.94541705	-1.0516734	-0.9757165	-1.007163	-0.9201453000000002	-0.98067373
-1.186541	-1.0719411	1.3863946000000005	-0.9654715	-1.1508975	-1.0117229	-0.833707	-1.0270724	-1.174281
-0.8792183000000001	-0.95280236	0.48902225	-0.9931119	-1.1153628	-1.0808258999999998	-0.6809275	-0.98201287	-0.7729929
-0.9494973	-0.96507454	0.4603467000000001	-0.96430385	-0.9751743	-0.89170194	-0.8038605	-0.8977231999999999	-0.92897093
-0.9937393	-0.71942186	0.44673574	-0.92907095	-1.0185683	-0.74954015	-0.848608	-1.0910532	-1.0600291000000002
-0.7783960999999999	-0.76510847	-0.17442262	-0.7487304	-0.90790606	-0.8963943000000001	-0.9354862	-0.81631726	-1.054774
-1.0960525	-0.9978171999999998	2.7216206	-1.391936	-1.3554735	-1.2256798999999998	-1.139952	-1.3117823999999998	-1.1809822
-0.7068169	-0.9573483	0.44945955	-0.84847987	-1.0783508	-0.9278667	-0.81996655	-0.9578631	-1.1079935
-0.82159716	-0.9451166	0.27246606	-0.8933865	-0.99825835	-0.87905514	-0.7701209	-0.91907686	-1.0064173
-1.0020722	-0.9337862	0.7017187	-0.92510444	-0.93315476	-0.92316175	-0.9045152	-0.989834	-1.0015155
-0.76079035	-0.8751853	0.24420238	-0.90831786	-0.8765242	-0.96218145	-0.8733689	-0.8520235999999999	-1.0950098
-0.8917145000000001	-0.66520464	0.32178044	-1.0364469	-0.84306085	-0.8698511	-0.9561653	-0.9951879	-0.97686595
-0.86035985	-0.9290345	0.27175057	-0.8006989999999999	-1.0152837	-1.0673063	-0.75230783	-0.91584325	-0.8741266
-0.88504785	-0.65488064	0.24574375	-0.9892324	-0.9101008	-0.8057808000000001	-0.91598856	-1.0718337	-1.0075274
-1.0225055	-0.8931734	0.6248424	-0.9683887	-1.0398285	-0.9699171	-0.8104147	-0.95920223	-0.998944
-1.3006753999999998	-1.0085742	1.3169056	-0.7848645000000001	-1.1233919	-1.0884782	-0.913274	-1.0224844000000002	-1.1114398
-0.97544503	-0.8194767	-0.2575863	-0.7497873	-0.86495113	-0.8740667999999999	-0.7977504	-1.1625506	-0.48526645
-1.2139294	-0.96848583	0.90856326	-0.9223929	-0.7375111	-0.96908015	-1.1650491000000005	-0.8916763000000001	-1.0104030000000002
-1.1482332	-1.1324582	1.4725057	-1.2130482	-1.0319747	-0.85098195	-1.0110567	-1.1111608	-0.9306717
-0.94527423	-0.7675715	0.17785150000000002	-0.93645936	-1.046357	-1.0653559	-0.7480698	-0.7984146	-0.95324326
-1.2003531	-0.8894315999999999	1.1371046	-0.8380752	-1.1603122	-1.0097184	-1.026595	-0.95182586	-1.0095533
